  -1.66917288      -1.10175407    
  -1.66931844      -1.10185194    
  -1.67296052      -1.10580015    
  -1.67979586      -1.11287606    
  -1.68784869      -1.11880255    
  -1.69607115      -1.12449372    
  -1.70435047      -1.13010192    
  -1.71265709      -1.13566971    
  -1.72097969      -1.14121354    
  -1.72931314      -1.14674103    
  -1.73765469      -1.15225637    
  -1.74600267      -1.15776193    
  -1.75435615      -1.16325915    
  -1.76271451      -1.16874897    
  -1.77107728      -1.17423201    
  -1.77944410      -1.17970884    
  -1.78781486      -1.18517971    
  -1.79618931      -1.19064486    
  -1.80456734      -1.19610453    
  -1.81294894      -1.20155883    
  -1.82133389      -1.20700788    
  -1.82972217      -1.21245182    
  -1.83811378      -1.21789074    
  -1.84650862      -1.22332466    
  -1.85490668      -1.22875357    
  -1.86330783      -1.23417759    
  -1.87171221      -1.23959672    
  -1.88011968      -1.24501097    
  -1.88853025      -1.25042045    
  -1.89694393      -1.25582516    
  -1.90536070      -1.26122510    
  -1.91378045      -1.26662028    
  -1.92220330      -1.27201068    
  -1.93062913      -1.27739632    
  -1.93905795      -1.28277731    
  -1.94748974      -1.28815365    
  -1.95592451      -1.29352534    
  -1.96436226      -1.29889226    
  -1.97280300      -1.30425453    
  -1.98124659      -1.30961227    
  -1.98969316      -1.31496537    
  -1.99814272      -1.32031381    
  -2.00659513      -1.32565761    
  -2.01505041      -1.33099687    
  -2.02350855      -1.33633149    
  -2.03196955      -1.34166157    
  -2.04043365      -1.34698701    
  -2.04890060      -1.35230792    
  -2.05737042      -1.35762429    
  -2.06584311      -1.36293614    
  -2.07431841      -1.36824346    
  -2.08279657      -1.37354624    
  -2.09127760      -1.37884450    
  -2.09976149      -1.38413823    
  -2.10824823      -1.38942742    
  -2.11673784      -1.39471221    
  -2.12523007      -1.39999247    
  -2.13372517      -1.40526819    
  -2.14222312      -1.41053951    
  -2.15072370      -1.41580641    
  -2.15922713      -1.42106879    
  -2.16773319      -1.42632675    
  -2.17624211      -1.43158031    
  -2.18475366      -1.43682945    
  -2.19326806      -1.44207418    
  -2.20178509      -1.44731450    
  -2.21030474      -1.45255041    
  -2.21882725      -1.45778191    
  -2.22735238      -1.46300900    
  -2.23588014      -1.46823168    
  -2.24441051      -1.47345006    
  -2.25294375      -1.47866404    
  -2.26147962      -1.48387372    
  -2.27001810      -1.48907900    
  -2.27855921      -1.49427998    
  -2.28710294      -1.49947667    
  -2.29564929      -1.50466895    
  -2.30419827      -1.50985694    
  -2.31274986      -1.51504064    
  -2.32130408      -1.52022004    
  -2.32986093      -1.52539515    
  -2.33842015      -1.53056610    
  -2.34698200      -1.53573275    
  -2.35554647      -1.54089510    
  -2.36411357      -1.54605329    
  -2.37268305      -1.55120718    
  -2.38125515      -1.55635691    
  -2.38982987      -1.56150234    
  -2.39840698      -1.56664360    
  -2.40698671      -1.57178068    
  -2.41556883      -1.57691348    
  -2.42415357      -1.58204210    
  -2.43274069      -1.58716655    
  -2.44133043      -1.59228683    
  -2.44992256      -1.59740305    
  -2.45851707      -1.60251510    
  -2.46711421      -1.60762298    
  -2.47571373      -1.61272669    
  -2.48431563      -1.61782634    
  -2.49291992      -1.62292182    
  -2.50152683      -1.62801325    
  -2.51013613      -1.63310063    
  -2.51874781      -1.63818395    
  -2.52736187      -1.64326310    
  -2.53597832      -1.64833820    
  -2.54459715      -1.65340924    
  -2.55321836      -1.65847623    
  -2.56184196      -1.66353917    
  -2.57046795      -1.66859818    
  -2.57909632      -1.67365313    
  -2.58772707      -1.67870402    
  -2.59635997      -1.68375099    
  -2.60499525      -1.68879390    
  -2.61363292      -1.69383287    
  -2.62227297      -1.69886792    
  -2.63091516      -1.70389891    
  -2.63955975      -1.70892596    
  -2.64820671      -1.71394908    
  -2.65685582      -1.71896827    
  -2.66550732      -1.72398353    
  -2.67416096      -1.72899485    
  -2.68281698      -1.73400235    
  -2.69147515      -1.73900592    
  -2.70013571      -1.74400556    
  -2.70879841      -1.74900138    
  -2.71746325      -1.75399327    
