  -5.00000000      -2.53219080    
  -4.99105597      -2.52771831    
  -4.98211336      -2.52324247    
  -4.97317266      -2.51876354    
  -4.96423340      -2.51428127    
  -4.95529604      -2.50979567    
  -4.94636011      -2.50530696    
  -4.93742609      -2.50081491    
  -4.92849350      -2.49631953    
  -4.91956282      -2.49182081    
  -4.91063356      -2.48731875    
  -4.90170622      -2.48281336    
  -4.89278030      -2.47830439    
  -4.88385630      -2.47379208    
  -4.87493372      -2.46927643    
  -4.86601305      -2.46475744    
  -4.85709429      -2.46023488    
  -4.84817696      -2.45570898    
  -4.83926153      -2.45117950    
  -4.83034801      -2.44664645    
  -4.82143641      -2.44211006    
  -4.81252623      -2.43757010    
  -4.80361795      -2.43302655    
  -4.79471159      -2.42847943    
  -4.78580713      -2.42392874    
  -4.77690458      -2.41937447    
  -4.76800346      -2.41481662    
  -4.75910425      -2.41025519    
  -4.75020695      -2.40568995    
  -4.74131155      -2.40112114    
  -4.73241806      -2.39654875    
  -4.72352648      -2.39197254    
  -4.71463680      -2.38739276    
  -4.70574903      -2.38280916    
  -4.69686317      -2.37822175    
  -4.68797922      -2.37363052    
  -4.67909718      -2.36903572    
  -4.67021751      -2.36443710    
  -4.66133976      -2.35983443    
  -4.65246391      -2.35522795    
  -4.64358997      -2.35061765    
  -4.63471794      -2.34600353    
  -4.62584829      -2.34138536    
  -4.61698055      -2.33676338    
  -4.60811472      -2.33213735    
  -4.59925127      -2.32750750    
  -4.59038973      -2.32287359    
  -4.58153009      -2.31823564    
  -4.57267284      -2.31359363    
  -4.56381750      -2.30894756    
  -4.55496454      -2.30429745    
  -4.54611349      -2.29964328    
  -4.53726482      -2.29498506    
  -4.52841806      -2.29032254    
  -4.51957369      -2.28565598    
  -4.51073170      -2.28098512    
  -4.50189161      -2.27631021    
  -4.49305391      -2.27163100    
  -4.48421860      -2.26694751    
  -4.47538519      -2.26225972    
  -4.46655416      -2.25756764    
  -4.45772552      -2.25287127    
  -4.44889927      -2.24817061    
  -4.44007540      -2.24346542    
  -4.43125391      -2.23875594    
  -4.42243481      -2.23404193    
  -4.41361809      -2.22932363    
  -4.40480375      -2.22460079    
  -4.39599180      -2.21987343    
  -4.38718224      -2.21514153    
  -4.37837505      -2.21040511    
  -4.36957026      -2.20566416    
  -4.36076784      -2.20091844    
  -4.35196829      -2.19616818    
  -4.34317112      -2.19141316    
  -4.33437634      -2.18665361    
  -4.32558441      -2.18188930    
  -4.31679487      -2.17712021    
  -4.30800772      -2.17234635    
  -4.29922342      -2.16756773    
  -4.29044151      -2.16278410    
  -4.28166246      -2.15799570    
  -4.27288628      -2.15320230    
  -4.26411247      -2.14840412    
  -4.25534153      -2.14360094    
  -4.24657345      -2.13879275    
  -4.23780823      -2.13397956    
  -4.22904539      -2.12916136    
  -4.22028542      -2.12433791    
  -4.21152830      -2.11950946    
  -4.20277405      -2.11467576    
  -4.19402266      -2.10983682    
  -4.18527412      -2.10499287    
  -4.17652845      -2.10014343    
  -4.16778564      -2.09528875    
  -4.15904617      -2.09042883    
  -4.15030956      -2.08556342    
  -4.14157581      -2.08069277    
  -4.13284540      -2.07581663    
  -4.12411785      -2.07093501    
  -4.11539364      -2.06604791    
  -4.10667229      -2.06115532    
  -4.09795427      -2.05625701    
  -4.08923912      -2.05135298    
  -4.08052731      -2.04644346    
  -4.07181883      -2.04152822    
  -4.06311369      -2.03660727    
  -4.05441141      -2.03168035    
  -4.04571247      -2.02674770    
  -4.03701687      -2.02180910    
  -4.02832460      -2.01686454    
  -4.01963568      -2.01191401    
  -4.01095057      -2.00695753    
  -4.00226879      -2.00199509    
  -3.99359035      -1.99702656    
  -3.98491549      -1.99205184    
  -3.97624421      -1.98707092    
  -3.96757650      -1.98208380    
  -3.95891237      -1.97709036    
  -3.95025206      -1.97209060    
  -3.94159532      -1.96708453    
  -3.93294239      -1.96207201    
  -3.92429304      -1.95705307    
  -3.91564751      -1.95202756    
  -3.90700579      -1.94699550    
  -3.89836812      -1.94195676    
  -3.88973427      -1.93691134    
  -3.88110423      -1.93185914    
  -3.87247825      -1.92680013    
  -3.86385632      -1.92173433    
  -3.85523844      -1.91666162    
  -3.84662461      -1.91158199    
  -3.83801508      -1.90649533    
  -3.82940960      -1.90140164    
  -3.82080841      -1.89630079    
  -3.81221151      -1.89119267    
  -3.80361891      -1.88607728    
  -3.79503059      -1.88095462    
  -3.78644681      -1.87582457    
  -3.77786732      -1.87068713    
  -3.76929235      -1.86554217    
  -3.76072192      -1.86038959    
  -3.75215626      -1.85522938    
  -3.74359512      -1.85006154    
  -3.73503876      -1.84488583    
  -3.72648716      -1.83970237    
  -3.71794033      -1.83451092    
  -3.70939827      -1.82931149    
  -3.70086122      -1.82410407    
  -3.69232917      -1.81888843    
  -3.68380213      -1.81366456    
  -3.67528009      -1.80843246    
